60,-2.3448296569264566
61,-2.22400824121627
62,-1.5836183254999958
63,-1.9209863967137044
64,-2.7174339657324227
65,-2.911797963259206
66,-2.510465598749154
67,-1.629839804254469
68,-1.7518758156586955
69,-2.19848122142468
70,-2.450912927686066
71,-1.7852212372838803
72,-1.7093224029061713
73,-1.691996115053871
74,-2.279213030646961
75,-1.5906091032140774
76,-2.5082518531395044
77,-2.330508050293804
78,-2.552937365173055
79,-2.020421985936381
80,-1.656577279470633
81,-2.1879385435124066
82,-1.8823185880385738
83,-1.7681333062082536
84,-1.5657040303094787
85,-1.5002529610736521
86,-1.6400541691561576
87,-1.8415190503354701
88,-2.075300813222038
89,-2.303712467918732
90,-2.9982722519800484
91,-2.204435234592394
92,-0.8570019686658172
93,-0.06899266978243353
94,0.10574207945127498
95,0.5810708339113015
96,0.747023696607353
97,0.6830422876595529
98,0.804819498909074
99,0.841040364339885
100,0.8435090360748417
101,0.7835025741555787
102,0.649587202117935
103,0.5900197931780199
104,0.5258479001472873
105,0.1738804075990439
106,-0.18362117937353672
107,-0.35040839474393953
108,-0.5929177706269564
109,-1.1442519258434056
110,-0.9128287914442376
111,-0.4763196044156948
112,-1.0582083298228537
113,-1.2825550219990165
114,-1.6460305205482597
115,-0.17916341765432614
116,0.9105396141746196
117,1.0917292028828744
118,1.1371366077110645
119,1.0504403482106763
120,1.0119324951308821
121,0.9704404838451519
122,0.8157544640192529
123,0.44615199984286985
124,0.08929517773057173
125,-0.0070987865150966
126,-0.5262898525563889
127,-1.2815642448457234
128,-1.516582578353953
129,-1.3533141831787696
130,-1.05351107932818
131,-0.8536275712929547
132,-1.3924559087214066
133,-1.8491788615611289
134,-1.3119967720641468
135,-1.5839847746489972
136,-0.9150203714280596
137,-0.9740630227457491
138,-1.1434568710064226
139,-1.2251861330975238
140,-0.9963435326226568
141,0.479964024774322
142,0.7441623900622667
143,0.8608316617079076
144,0.8365344022783125
145,0.9642814891938549
146,1.024677891455674
147,1.1349567626902217
148,1.1526994673744821
149,1.171624771881484
150,1.087921477581297
151,1.0249892937344376
152,0.8684895915470032
153,0.7441791107999104
154,0.6577278879024216
155,0.5717015986213235
156,0.5906218379523124
157,0.5582732547647336
158,0.6179140696123757
159,0.6195510493830381
160,0.4876341053665879
161,0.40137819749672027
162,0.07034242781686058
163,0.21680969771872904
164,0.4186630283000765
165,0.27880422809843153
166,0.1735121339775335
167,0.01648277679610783
168,-0.2124007979732151
169,-1.0201258699950546
170,-1.0904786757243783
171,-1.0490892162628893
172,-1.2717835400702109
173,-1.0805141814466055
174,-1.208495289698565
175,-1.6913909380692045
176,-2.1099167673929933
177,-1.9438396554654096
178,-1.8211458465531727
179,-1.5942419848684937
180,-1.4218139773863012
181,-1.4356980297741981
182,-1.761659071744037
183,-2.018978850974568
184,-1.5710325274812595
185,-1.9016793135673056
186,-2.380363802579785
187,-1.911104322775922
188,-2.187520640963969
189,-2.155092822530959
190,-1.7829166284586107
191,-1.8364034417326998
192,-1.9987711301430766
193,-1.702372830489225
194,-1.7412428951884786
195,-2.1481167177839646
196,-1.5625159465591578
197,-2.3820896967210987
198,-1.3705854137575066
199,-1.6766783294794547
200,-1.9497228739322112
201,-1.52024876365523
202,-1.6276722363847058
203,-2.097930582977101
204,-1.765859338710166
205,-1.314560115408881
206,-1.522292739041434
207,-2.042955044897647
208,-2.04264267439711
209,-1.8957390663763136
210,-2.019174290962344
211,-1.4737252463438968
212,-1.4356758232303022
213,-1.8743545872837526
214,-1.8793504445925138
215,-1.7145058796977566
216,-2.086096070078213
